keyword,doc_id,Frecuencia
online intermediaries,1972,1
overnight accommodation,1972,1
price setting,1972,1
pricing,1972,7
pricing models,1972,1
pricing theory,1972,1
producer,1972,1
scripting,1972,1
services move,1972,1
specialty brokers,1972,1
supply chain,1972,1
trading model,1972,2
traditionally,1972,1
transaction,1972,2
web sites,1972,1
abstract geometrical model,2005,1
bony structures,2005,1
categorizes,2005,1
computed tomography scans,2005,1
computer monitor,2005,1
diagnosis,2005,1
documentation,2005,1
endoscopic,2005,1
fluoroscopic images,2005,1
focus on,2005,1
given,2005,1
graphical overlays onto,2005,1
image data,2005,2
image modalities,2005,2
intra,2005,1
medical image modalities,2005,1
medical images,2005,2
navigation systems,2005,2
navigation technology,2005,1
operated anatomy,2005,1
operation planning,2005,1
operatively generated images,2005,1
orthopaedic surgery,2005,2
orthopaedic surgical navigation,2005,1
orthopaedics,2005,1
preoperative image data,2005,1
surgical action,2005,1
surgical education,2005,1
surgical navigation systems,2005,2
ultrasonic,2005,1
visualization,2005,1
confidence,2139,8
confidence sets,2139,5
dependence,2139,1
detailed analysis,2139,1
distributed random vector,2139,1
distribution parameters,2139,1
exact estimates,2139,1
generalized confidence set,2139,5
generalized confidence sets,2139,3
inaccurately,2139,1
indeterminate random vector,2139,2
known,2139,1
mean value,2139,2
random vector,2139,4
statistically,2139,2
comprehensive encoding,1952,1
decoherence,1952,4
decoupling pulse sequences,1952,1
decoupling pulses,1952,1
decoupling solution,1952,1
design constraint,1952,1
dominant decoherence processes,1952,1
engineering constraints,1952,1
interaction,1952,1
logical,1952,1
major concerns,1952,1
qubit,1952,3
qubits,1952,1
scalable quantum computing devices,1952,1
analytical expressions,1961,1
analytical formulas,1961,1
fundamental,1961,1
highway,1961,3
highway traffic,1961,2
lane expansion,1961,1
long,1961,1
numerical results,1961,1
numerical simulations,1961,1
plateau region,1961,1
saturated flow,1961,1
toll collection,1961,1
tollbooth,1961,4
tollbooth increases,1961,1
tollbooths,1961,2
traffic flow,1961,1
travel time,1961,2
vehicle queuing,1961,1
waiting time,1961,1
computer industry,2066,3
equilibrium model,2066,1
firm numbers,2066,1
industry evolution,2066,1
life cycle,2066,1
patterns,2066,2
peculiar,2066,1
personal computer industry,2066,3
price,2066,1
process innovations,2066,1
quality,2066,2
quality along,2066,1
quantity,2066,1
associated costs,211,1
healthcare supplier,211,1
interfacing,211,1
mckesson,211,4
mobile infrastructure software,211,1
mobility middleware,211,1
paperless,211,1
pervasive clients,211,1
pervasive computing,211,2
pervasive computing applications,211,1
redelivery,211,1
services,211,1
technologists,211,1
adding,232,1
assurance mechanisms,232,1
central ilumina repository,232,1
creating,232,1
democratization,232,1
digital library,232,2
distributed ilumina library,232,1
emerging experience associated,232,1
engineering,232,1
granular,232,1
ilumina,232,6
instructional,232,4
instructional resources,232,3
internet,232,1
librarians,232,1
library services today,232,1
metadata,232,1
repurposing,232,1
resource contributors,232,1
sharing,232,2
teaching resources,232,1
health care,229,1
uk,229,1
1 mm,2018,1
active laser triangulation,2018,1
application,2018,2
basic technology,2018,1
conventional components,2018,1
czochralski,2018,1
determines optimal nugget placement,2018,1
fragile fused silica crucible,2018,2
geometry profile,2018,1
highly irregular shaped objects,2018,2
irregular shaped objects,2018,2
map highly,2018,1
melt pulling,2018,1
nugget,2018,6
nuggets,2018,4
packing,2018,4
packing algorithm,2018,1
packing constraints,2018,1
polycrystalline silicon nuggets,2018,2
real commercial manufacturing processes,2018,1
robotic system,2018,1
semiconductor manufacturing,2018,1
semiconductor wafer production,2018,1
deriveassist,1984,1
deriving,1984,1
field test measurements,1984,1
generator control simulation,1984,1
model parameters,1984,1
parameter derivation process,1984,1
parameter matching,1984,1
power plant electric generator modelling,1984,1
power system simulation,1984,1
automation,2157,2
bendwizard,2157,1
cad skills,2157,1
desktop computers,2157,1
metal cabinets,2157,1
offline programming,2157,1
robotics,2157,1
semiskilled operators,2157,1
simulation,2157,1
software tool,2157,1
understandably,2157,1
work cell,2157,1
decision,2053,3
decision models,2053,1
decision support systems,2053,1
enormous,2053,1
management science,2053,2
ms education,2053,2
ms educators,2053,1
primary delivery vehicle,2053,1
quantitative modeling techniques,2053,1
spreadsheets,2053,2
teaching management science,2053,1
average,2084,4
average delay,2084,2
average flow,2084,1
changing,2084,2
combined dispatching,2084,2
dispatching rules,2084,1
finite buffer capacity,2084,1
flexible manufacturing system,2084,2
machine utilization,2084,1
performance measures,2084,2
routeing,2084,5
routeing dynamics,2084,1
routeing plans,2084,1
routeing strategies,2084,2
routings,2084,2
routings dynamic policy,2084,1
simulation,2084,1
2000 pro,321,1
98se,321,1
complete,321,1
configuration tool,321,1
control,321,1
data collection procedure,321,1
mac os systems,321,1
mac os x,321,4
mac os x environment,321,1
mac os x system,321,2
multimodal data collection tool,321,1
procedural,321,1
realbasic and,321,1
sonified graphs,321,1
stimulus presentation,321,1
visual/auditory stimulus combinations,321,1
bms,1947,1
building management systems,1947,2
building performance,1947,1
compatibility,1947,2
modelling user acceptance,1947,1
optimising,1947,1
questionnaire survey,1947,1
technology acceptance,1947,1
user acceptance,1947,2
user perceptions,1947,2
voluntariness,1947,1
architectures,2184,3
association,2184,1
decentralized forms,2184,1
evolution,2184,2
future,2184,1
impact,2184,2
information system,2184,6
information system architectures,2184,2
information systems,2184,4
internet,2184,1
logical linkages,2184,1
organization structures,2184,5
organizational forms,2184,1
cell biology laboratory,2200,2
computational resources,2200,1
domain tasks,2200,1
fluid interaction,2200,1
formal representation,2200,1
foster improved,2200,1
laboratory,2200,4
laboratory setting,2200,1
labscape,2200,3
making information available,2200,1
organizing data,2200,1
pen,2200,1
satisfaction,2200,1
smart environment,2200,3
smart environments,2200,1
ubiquitous computing,2200,1
circuit model,287,2
circuit models,287,1
core flux,287,1
dependence,287,1
effect,287,2
frequency response,287,2
inductance losses,287,1
inductor require,287,1
linear regression technique,287,1
lossless inductor,287,1
lossy inductance,287,1
loudspeaker,287,2
mathematical expressions,287,1
measured data,287,1
omega /sup,287,1
parameter estimation,287,1
separate element,287,1
spice,287,1
ackoff,2055,1
algorithms,2055,2
attention,2055,1
business school management science,2055,2
business school management science course,2055,2
decision makers,2055,1
decline,2055,2
general management program,2055,1
job,2055,1
living instead,2055,1
management problems,2055,1
management science,2055,6
management science tools,2055,1
mba,2055,3
mba programs,2055,1
model,2055,1
poor student mathematical preparation,2055,1
profession,2055,4
professional introversion,2055,1
students,2055,1
teach,2055,2
compatibility,1939,2
corresponding algorithms,1939,1
linear constraints,1939,1
linear diophantine equations,1939,1
minimal generating sets,1939,1
minimal supporting set,1939,1
mixed types,1939,1
nonstrict inequations,1939,1
strict inequations,1939,2
systems,1939,4
upper bounds,1939,1
pro,231,2
publishing,231,1
request,231,1
uninitiated,231,1
chebyshev metric,2035,1
desired criterion values,2035,1
efficient,2035,6
evaluations,2035,7
set,2035,4
set generated,2035,1
solutions,2035,1
vector evaluations,2035,4
weakly efficient,2035,2
characteristic function,2118,2
classical characteristic function,2118,1
cooperative games,2118,2
game,2118,3
unique solution,2118,1
accessibility issues,253,1
accessible,253,3
accessible streaming content,253,2
assistance,253,1
blind,253,1
dialog,253,1
html,253,1
interface elements,253,1
media,253,3
multimedia projects,253,1
quality,253,2
section 508,253,1
service,253,2
sound effects,253,1
spec,253,1
streaming content,253,4
streaming content developers,253,1
streaming media,253,1
visually impaired,253,1
web,253,3
web accessibility,253,1
competitive ratio,351,2
competitive ratio 5/2,351,1
identical machines,351,2
list scheduling,351,1
machine availability constraints,351,2
machine m/sub j/,351,1
makespan,351,1
minimizing,351,1
online scheduling,351,1
optimal algorithm,351,1
optimal online algorithm,351,1
scheduling on,351,2
computer skills,281,1
inquiry,281,5
inquiry required autonomous learning,281,1
intellectual scaffolding,281,1
management skills,281,1
metacognitive skills,281,1
paradigm shifts,281,1
pilot test,281,1
preservice,281,2
preservice teachers,281,1
qualitative emergent design,281,1
scaffolding,281,2
science,281,3
scientific discourse,281,1
secondary,281,1
society interaction,281,1
sts,281,2
student,281,3
surfaced,281,1
systematic,281,2
technology,281,1
time management,281,2
trust,281,1
web,281,4
web environment,281,1
net assembly,407,1
net framework sdk,407,1
generating code,407,1
implementations,407,1
language runtime,407,1
namespace,407,3
regex class,407,1
run time,407,2
algorithm,2012,1
analysis,2012,1
deformation contouring,2012,1
derivatives of displacement,2012,1
digital differentiation process,2012,1
digital methods,2012,2
displacement field,2012,1
drawbacks,2012,1
engineering,2012,2
engineering design,2012,1
gabor filters,2012,1
moire interferometry,2012,1
moire pattern,2012,1
multichannel gabor filter,2012,1
optical methods,2012,1
powerful,2012,1
strain contouring using,2012,1
strain segmentation,2012,1
data management,2194,1
directory services,2194,1
information services,2194,2
large scale,2194,1
mobile,2194,1
nonlocal,2194,1
pervasive computing environments,2194,1
traffic reports,2194,1
weather,2194,1
accuracy,384,2
boresight axis,384,1
charge coupled device,384,1
determination accuracy,384,1
erroneous solution,384,1
inertial,384,1
minimum star brightness,384,1
modern,384,1
photodetector,384,1
reliability,384,1
sensor,384,1
star tracker,384,2
test,384,1
agents,364,1
building,364,1
communication,364,2
constraints,364,3
declarative,364,1
decomposing complex problems,364,1
distributed nature,364,1
distributed program execution,364,1
extends,364,1
industrial applications,364,1
logic programming platform,364,1
logic programming system,364,1
maclp,364,3
multi,364,4
multi agent constraint logic,364,2
multi agent systems,364,2
programmer,364,1
programming,364,6
programming schema,364,1
prolog processes,364,1
requires programming tools,364,1
sequential,364,1
alkali cations,276,1
analogues,276,1
assess,276,2
cation,276,2
complexation,276,1
computational models,276,1
data sets,276,1
descriptor,276,1
fragment sets coupled,276,1
k/sup,276,2
ligand,276,1
logk,276,1
macrocyclic compounds,276,1
macrocyclic effect,276,3
nonlinear fitting equations,276,1
solov'ev,276,1
stability constants,276,2
substructural molecular fragments method,276,2
asynchronous,2192,1
autonomous,2192,1
device miniaturization,2192,1
internet services,2192,2
middleware,2192,1
mobile agents,2192,1
mobile clients,2192,1
mobile telecommunications,2192,1
programming paradigm suitable,2192,1
providing,2192,1
ubiquitous provisioning,2192,1
big picture,254,1
designing,254,1
infrastructure,254,2
networking,254,1
optimal performance,254,1
reliability,254,1
tools,254,2
web infrastructure,254,1
web performance monitoring,254,1
web sites,254,1
data visualization,331,4
data visualization application,331,1
display multivariate data,331,1
graphical interface provides,331,1
histograms,331,1
interactivity,331,1
multidimensional data visualization,331,2
multidimensional image,331,1
psycholinguistic experiments,331,1
scatter,331,2
software packages,331,1
visual attribute,331,1
visual object,331,1
visualization toolkit,331,1
arbitrarily shaped apertures,2023,1
blurring aberration,2023,1
circular aperture,2023,1
circular mask,2023,3
circular mask diffraction,2023,1
coded imaging systems,2023,1
etc,2023,1
gamma rays,2023,1
intensity distribution,2023,1
mask design,2023,1
mask properties,2023,1
mathematical tool,2023,1
modern technology,2023,1
multiaperture mask,2023,1
optical information processing,2023,1
periodic apertures,2023,3
periodic apertures imaging system,2023,1
periodic rectangular apertures,2023,3
pinhole cameras,2023,1
single aperture,2023,1
abdominal movement recordings,390,1
ann/sub,390,4
ann/sub insp/,390,2
automated algorithm,390,1
automated breath detection,390,1
breath detection,390,2
classification task,390,1
desired windows,390,1
expiration,390,6
expiration occurs,390,1
expiration onsets,390,1
feedforward backpropagation artificial neural networks,390,1
human,390,5
human expert,390,5
human expert results,390,1
human experts,390,2
independent artificial neural networks,390,1
infant sleep data,390,1
mean difference,390,1
positive predictive values,390,1
postprocessing,390,2
respiratory data acquired during,390,1
respiratory volume data,390,1
respiratory volume signal,390,1
specificity,390,1
uncalibrated rib cage,390,1
absolute values,1999,1
complementary sensitivity function,1999,1
controllers,1999,3
equal robustness,1999,1
h/sub infinity,1999,1
integrated absolute error,1999,1
integrating,1999,1
performance comparison,1999,1
performance criterion,1999,1
pid,1999,3
pid controllers,1999,1
robustness,1999,2
sense,1999,1
sensitivity function,1999,2
step load disturbance,1999,1
autograph,2058,1
dust jacket,2058,1
economic principles,2058,1
fair market value,2058,1
hypothesis,2058,1
active systems,2120,3
balanced system,2120,1
criteria,2120,2
linear active systems,2120,1
weighted goal functions,2120,1
diagnosed,340,1
nuclear power plant,340,1
power plant,340,2
shadow,340,1
simulator,340,1
temelin,340,2
temelin nuclear,340,1
training,340,1
turbogenerator vibrations,340,1
382,302,1
altavista,302,1
celex,302,2
estimates,302,5
familiarity,302,2
forenames,302,1
frequency estimates,302,3
internet search engines,302,5
kucera,302,2
large databases,302,1
search engines,302,7
slang,302,1
traditional linguistic corpus,302,1
word frequency,302,3
word frequency analyses,302,1
acute period,2036,2
computational procedures,2036,1
computer processing,2036,2
concussion,2036,2
data,2036,1
experimental information,2036,1
mental impairments,2036,1
actuator failure hypothesis,385,1
actuator failures,385,2
additional,385,2
blended estimate,385,1
design,385,2
effectiveness estimation,385,1
failure effectiveness,385,1
filter spawning,385,3
filters' estimates,385,1
linearized models,385,1
mmae bank,385,1
model adaptive estimation,385,2
multiple model adaptive estimation,385,2
partial actuator failure hypotheses,385,1
partial actuator failures,385,1
partial failure adaptation,385,1
partial failures,385,1
partial failure,385,2
spawned filters,385,2
substantial precision,385,1
truth model,385,2
industry,2,2
industry observers,2,1
lukewarm reception,2,1
services,2,4
technology,2,1
ultimately,2,1
wavelength services,2,3
coalescing,313,1
communication,313,1
computer science,313,1
degrees,313,1
education,313,4
evolves,313,1
graphic,313,1
information architects,313,1
information architecture,313,6
information architecture curriculum,313,1
information architecture education,313,2
information architecture studies,313,1
information society,313,1
interdisciplinary approach,313,1
marketplace,313,1
profession,313,3
professional education typically,313,1
professional practice,313,1
resulting,313,1
students,313,1
technical,313,1
usability studies,313,1
user,313,1
banach space,357,3
banach spaces,357,1
cauchy problem x,357,1
classf/sub c/,357,1
dual space x,357,1
isometric embedding,357,1
minkowski embedding theorem,357,1
real continuous functions defined,357,1
relatively compact subsets,357,1
separable banach space x,357,1
architectures,2195,1
contextual factors,2195,1
decentralization,2195,1
information,2195,5
information space model,2195,1
information spaces,2195,3
modeling privacy control,2195,1
pervasive computing environments,2195,1
pervasive computing systems,2195,1
privacy control,2195,4
privacy objectives,2195,2
significant complexity,2195,1
theoretical model,2195,1
unified privacy tagging,2195,1
300 mm,22,2
300 mm fabs,22,1
automation,22,2
software simulation,22,1
throughput,22,1
captains,341,2
drawing,341,1
final,341,2
game,341,1
hat,341,3
momentum,341,1
pressure,341,1
slates,341,1
heterogenous j2ee application server environments,224,1
java,224,3
java portability,224,1
java verification program aims,224,1
launched,224,1
portability,224,2
software vendors,224,1
battery energy storage system,2089,1
biggest battery,2089,1
stabilise,2089,1
voltage compensation,2089,1
lab experiments,2143,1
quantum computers,2143,1
quantum computing,2143,1
scaling,2143,1
technology could,2143,1
accessibility barriers,412,1
attitudes,412,1
attitudinal barriers,412,2
children,412,4
collaborative research methodology,412,1
controlled pretest/posttest design,412,1
desktop virtual reality,412,1
disability awareness,412,1
familiarity,412,1
gender,412,1
grades,412,1
impairments,412,2
inappropriate comments,412,1
mobility,412,2
mobility impairments,412,2
narrow doors,412,1
objects,412,1
software,412,2
virtual reality to,412,1
virtual wheelchair experience obstacles,412,1
vr,412,1
abb,2151,2
automotive industry,2151,1
building's systems,2151,1
example,2151,1
industrial/sup,2151,1
manufacturing,2151,1
performance buildings,2151,1
technical infrastructure,2151,1
academic resources coalition,243,1
allen press,243,1
biological,243,2
biological sciences,243,1
bioone,243,2
collaborative strategies,243,1
database,243,1
electronic journal,243,1
environmental sciences,243,1
genesis,243,1
intellectual property models,243,1
new model,243,1
project,243,4
publishing project,243,1
scholarly publishing,243,2
sparc,243,1
technical,243,1
unique,243,1
university of kansas,243,1
arbitrary,2117,2
commutation of channels,2117,1
commutators display,2117,1
generalized hypercube displays,2117,1
generalized hypercubes,2117,1
business experience,2175,1
combines,2175,1
excellent customer service,2175,1
firm,2175,7
firms,2175,1
key tests,2175,1
legal,2175,1
technical skills,2175,1
track record,2175,1
web,2175,6
web site,2175,6
circuit analysis,2097,1
computer network,2097,1
minimal paths,2097,1
proposed algorithm,2097,1
spanning tree,2097,4
structural mps,2097,1
undirected graphs,2097,1
coefficient,2039,1
hierarchical structure,2039,2
identification,2039,1
inverse problem,2039,3
parabolic equation,2039,1
unique solvability,2039,1
artificial,363,1
control loops,363,1
controlled system,363,1
element,363,1
finally,363,1
simultaneity,363,2
simultaneity explains,363,1
synthetic,363,2
accurate,271,1
aggregation,271,3
average,271,1
bagging,271,2
bootstrap aggregation,271,1
diversity,271,2
ensemble methods,271,1
ensemble techniques,271,1
full sample,271,1
generalization error,271,1
generalization performance,271,2
individual models,271,1
inherently,271,1
krogh,271,1
neural network ensembles,271,1
neural network practitioners,271,1
neural networks,271,1
popularity,271,1
predictors,271,1
qsar,271,2
qspr,271,2
retraining,271,1
simpler techniques,271,1
training parameters,271,1
uncertainty,271,1
bounded rationality,2064,3
bruce kaufman,2064,1
claiming,2064,1
cognitive constraints,2064,1
contrasted,2064,1
decision,2064,1
emotional arousal,2064,3
emotions,2064,2
high emotional arousal,2064,2
kaufman,2064,4
unidimensional,2064,1
3d lambertian surface structure,205,1
3d surface reconstruction,205,1
arbitrary,205,2
arbitrary number point,205,1
automatic surface reconstruction,205,1
combining motion and,205,1
geotensity constraint,205,1
linear intensity subspaces,205,1
moving object,205,1
object motion,205,1
object observed,205,1
point light source,205,3
single fixed camera,205,1
single point light,205,1
static camera,205,1
unknown,205,1
accelerations required,374,1
ground speed changes,374,1
horizontal waypoint guidance algorithm,374,1
horizontal waypoint guidance design using optimal control,374,1
linear quadratic regulator,374,1
lyapunov stability theorem,374,1
sequence,374,2
simulation results,374,1
waypoint,374,6
waypoint changing,374,1
bandwidth,396,1
circuit performance,396,2
complete,396,2
complete detector,396,1
external circuit,396,1
gaas msms,396,1
global simulation,396,3
global simulation technique,396,1
global simulations,396,1
interdependence between device,396,1
millimeter waves,396,1
mixer circuit,396,2
optical responsivity,396,1
photomixer circuits,396,1
physical device model,396,1
acquisition noise,2025,1
acquisition system,2025,3
applying regression methods,2025,1
camera outputs,2025,1
cielab,2025,1
ciexyz,2025,1
color data,2025,1
eigenvector approach,2025,1
experimental setup,2025,1
imaged surface,2025,1
multispectral color image acquisition system consisting,2025,1
multispectral color image capture,2025,1
professional monochrome ccd camera,2025,1
spectral characterization,2025,1
spectral model,2025,1
spectral reflectance,2025,1
spectral transmittance,2025,1
tunable filter,2025,2
classification,393,1
cluster analysis,393,1
compression,393,1
computational complexity,393,1
correlation method,393,1
distortion measure,393,3
distortion measures,393,1
ecg analysis,393,2
ecg cycles,393,1
electrocardiogram,393,1
monitoring,393,1
morphology changes,393,1
perturbation stochastic approximation,393,1
qrs during,393,1
randomization procedure,393,1
real data,393,2
resulting nonsmooth optimization,393,1
simulated,393,1
simultaneous,393,1
single patient,393,1
smooth approximation,393,1
spall,393,1
spsa method,393,1
usual,393,1
vector quantization,393,1
ventricular activation,393,1
aluminium alloy,2087,1
challenges conventional assumptions,2087,1
cutting speed,2087,1
fractal dimension,2087,1
fractals,2087,2
machining frictional boundary conditions,2087,1
tool,2087,2
content standards,239,3
electronic,239,5
electronic books,239,3
electronic publishing,239,1
interoperable,239,1
oebf publication structure,239,1
public,239,4
public interest participation,239,1
publication,239,2
publishing,239,2
reading systems,239,1
sound engineering models,239,1
standards development,239,1
technological opportunities,239,1
businesses vary,1963,1
constituent businesses,1963,1
correlation,1963,1
firm,1963,5
firm growth rates,1963,1
firm's,1963,2
growth rates,1963,2
independent businesses,1963,1
integers,1963,1
powerlaw nature,1963,1
small firms,1963,1
variance,1963,2
allan method,2112,1
allan variance,2112,1
filtering require,2112,1
frequency response,2112,1
ieee trans,2112,1
increments of noise,2112,1
information,2112,2
noise,2112,3
radio engineering,2112,1
statistical analysis,2112,1
usa metrology community,2112,1
voluminous literature,2112,1
airgate pcs,4,1
beleaguered sector,4,1
charter communications,4,1
cheap company,4,1
cox communications,4,1
directors purchasing their,4,1
echoing,4,1
industry insiders loading,4,1
insider buying,4,1
insider investment,4,1
international,4,1
nextel communications,4,1
nortel networks,4,1
telecom executives,4,1
telecom industry,4,1
linear algebraic equations,1938,2
numerical system,1938,1
9000,294,1
catalog record,294,1
climate control system,294,1
minimal delay,294,1
ohio state university libraries,294,2
ohio state university libraries depository,294,1
online,294,1
remote location,294,1
storage facility,294,2
calculated,2111,1
chlorophyll,2111,4
chlorophyll fluorescence,2111,3
fluorescence provides,2111,1
focal planes,2111,1
imaging chlorophyll fluorescence,2111,1
imaging dynamic changes,2111,1
individual cells,2111,1
inherently uneven,2111,1
leaf topology,2111,1
localised changes,2111,1
photosynthetic function,2111,2
photosynthetic parameters,2111,1
robustness,2111,1
assuming,2162,1
boolean algebras,2162,4
cardinal invariants,2162,1
cardinalities,2162,2
closed subspaces,2162,1
construct,2162,2
constructions,2162,1
depth,2162,2
free product,2162,1
homomorphic images,2162,1
lastly,2162,1
pcf,2162,1
prescribed,2162,1
topological density,2162,1
ultraproducts,2162,1
zfc,2162,1
complex technical systems,2121,1
computation experiment,2121,1
control system,2121,1
designing,2121,1
flexibility analysis,2121,1
fuzzy mathematical models,2121,1
initial physical,2121,1
internal factors,2121,1
partial uncertainty,2121,1
technical system,2121,6
technical systems,2121,2
technological,2121,1
uncertainty,2121,2
viz,2121,1
academic libraries,234,1
electronic journals,234,1
interim evaluation,234,1
jisc,234,1
joint information systems committee,234,1
key issues,234,1
license,234,2
national electronic site licensing initiative,234,2
nesli,234,2
site licensing,234,3
acadian's traditions,284,1
animation,284,1
cajun culture,284,1
computer multimedia,284,2
computer multimedia program,284,1
director,284,1
edtc,284,1
educational,284,1
inc,284,1
integrated their learning,284,1
local cultural,284,1
local culture,284,1
louisiana learned,284,1
macromedia,284,1
microcomputers,284,1
preserve,284,2
regional state university,284,1
school teachers,284,1
sound,284,1
southwestern louisiana,284,1
superiority,284,1
teachers learning,284,1
video,284,1
multiple user accounts,406,1
multiple users,406,1
remote desktop,406,1
remote machine,406,1
run,406,2
terminal server,406,2
terminal services,406,2
user switching,406,4
windows nt,406,1
windows xp,406,4
windows xp fast user switching,406,1
case studies,2086,1
computer aided design,2086,1
cost estimation module,2086,1
design,2086,7
design feasibility technique,2086,1
high manufacturing cost,2086,1
initial process planning,2086,1
injection moulding processes,2086,1
machining,2086,3
machining processes,2086,1
manufacturing processes,2086,1
material selection module,2086,1
namely,2086,1
process optimization,2086,1
product cost,2086,2
product cost modelling,2086,1
product development,2086,1
solid modelling system,2086,1
user interface,2086,1
accumulation moments,1975,1
convolution,1975,2
convolving,1975,1
edge detection,1975,1
efficient computation,1975,1
local moments,1975,2
matrix formulation,1975,1
neighborhood operation,1975,1
overlapping windows,1975,1
texture segmentation,1975,1
uncorrelated noise,1975,1
bagsik oscillator,1962,2
bagsik oscillator without,1962,1
complex,1962,1
deterministic,1962,1
incorrect banking data,1962,1
central interest,288,1
complexity transitions,288,1
computational complexity,288,1
cpu requirements,288,1
crossing phase boundaries,288,1
deciphering,288,1
finite fields,288,1
finite galois field modulo,288,1
gaussian elimination,288,1
global algorithm,288,2
global algorithms,288,1
integer factorization,288,1
memory,288,1
messages encrypted,288,1
phase transitions,288,1
random linear equations,288,1
rsa cryptosystem,288,1
running time,288,1
solution space,288,1
sparse linear systems,288,1
statistical mechanics,288,1
upper bounds,288,1
very basic problem,288,1
breadth,2110,1
computer systems,2110,1
group processes,2110,1
highlights,2110,1
interactions,2110,1
international conference,2110,1
internet,2110,6
internet,2110,6
mediate,2110,1
organizational implications,2110,1
people,2110,1
psychological practice,2110,1
psychological research,2110,1
psychologists,2110,1
psychology,2110,3
useable,2110,1
hoc communication support,2198,1
pervasive computing,2198,2
pervasive computing software,2198,1
runtime operations,2198,1
sensors,2198,1
spontaneous information exchange,2198,1
user actions,2198,1
1976,314,1
acm sigchi conference,314,1
asis,314,2
attendees,314,1
disparate,314,1
emergence,314,2
history,314,1
ia,314,9
information architects,314,1
information architecture,314,2
information systems,314,1
initial,314,1
jasist,314,1
kraft,314,1
label,314,1
run,314,1
sufficient interest,314,1
wurman,314,1
cellular automaton,394,1
computer simulation,394,1
ecological,394,1
human intestinal microflora,394,1
intestinal microflora,394,3
laboratory experiments,394,1
microflora,394,4
mimics project,394,1
model,394,2
modeling,394,1
molecular methods,394,1
observing power,394,1
quantitative theory,394,1
simulation,394,4
simulation environments,394,1
simulator,394,1
classification,197,4
classification mixture models,197,1
classification performance,197,1
data generation process,197,1
efficient training algorithms,197,1
experts classification,197,1
experts classifier,197,1
finite number,197,1
following,197,1
general training approach,197,1
hierarchical mixture model,197,2
improved,197,1
maximum likelihood,197,1
posterior probability,197,1
commerce,2173,1
communication,2173,2
dx,2173,1
facsimile,2173,1
hardware encryption,2173,1
legal profession,2173,3
medium,2173,2
practice,2173,1
registered,2173,1
software encryption,2173,1
widespread,2173,1
cable tv delivery,334,1
copper,334,2
internet signals,334,1
market segments,334,1
network edge devices,334,1
niche,334,3
niche markets,334,1
telecommunications infrastructure,334,1
twisted copper pair,334,1
acceptance,235,1
associate organisations,235,1
australia,235,4
australian,235,3
australian libraries,235,1
australian university librarians,235,1
caul,235,1
consortia,235,4
consortial purchasing,235,2
consortial purchasing agent,235,1
constituted,235,1
cooperative action,235,1
council,235,2
electronic publication,235,1
europe,235,1
north america,235,1
zealand,235,1
accumulative recording,307,1
animal,307,1
computer program,307,2
experiencing fixed ratio,307,1
fixed interval,307,1
generate,307,1
nonhuman subjects,307,2
operant schedules,307,2
programming schedules,307,1
reinforcement,307,2
student,307,2
variable interval schedules,307,1
variable ratio,307,1
fibre channel,218,1
ip systems,218,1
iscsi,218,2
san costs,218,1
finite sets,2136,2
network,2136,2
network reconstruction,2136,2
optimization,2136,2
original extremal problem,2136,1
problem input,2136,1
restricted,2136,1
sequence terms,2136,1
15,216,1
38 ghz,216,1
accuracy,216,2
computer program,216,1
curve fitting technique,216,1
data bank,216,2
efficient,216,1
error analysis,216,1
high accuracy,216,1
interpolated,216,1
interpolation,216,4
interpolation process,216,1
nonlinear fitting technique,216,1
null computational,216,1
pitter,216,1
pruppacher,216,1
raindrops,216,3
realistic raindrops,216,2
singapore,216,1
tcs,216,4
tcs results,216,1
tcs values,216,2
vertical,216,1
circuit,403,3
circuit techniques,403,3
coupling capacitors,403,1
flash memories,403,4
latch,403,4
latched nodes,403,1
level shifter,403,1
low noise,403,1
low operating voltage,403,1
low ripple voltage,403,1
maximum internal voltage,403,2
negative erasing voltage,403,1
nor flash,403,4
adaptively tuned,380,1
command feedforward controller,380,1
control,380,11
control specifications,380,1
desired regulation control requirements,380,1
disturbance cancellation robust controller,380,1
feedback controller,380,1
fuzzy adapted,380,1
fuzzy control scheme,380,1
inverse model,380,2
inverse plant model,380,1
nonlinear dynamic behavior,380,1
operating,380,1
quantitative speed control,380,1
reference model,380,1
regulation control,380,2
robust speed control,380,1
speed control,380,3
speed dynamic response,380,1
srm,380,3
srm drive,380,2
srm drive using,380,1
switched reluctance motor,380,1
tracking,380,3
acquisition,195,3
familiarity,195,1
music publishing industry,195,1
performance editions,195,1
scholarly,195,1
specialized publishers,195,1
technical music,195,1
causality constraint,2000,1
digital control systems,2000,1
generalized predictive control,2000,2
gpc algorithm,2000,1
integer multiples,2000,1
lifted models,2000,2
multirate,2000,2
optimal causal control laws,2000,1
sampling patterns,2000,1
abstraction,1941,2
bipolar function,1941,1
bipole level,1941,1
descriptive process,1941,1
descriptological foundations,1941,2
descriptological operations,1941,1
elimination,1941,1
explication,1941,2
intensional concept,1941,1
programming,1941,2
adjustment,1990,1
advanced information society,1990,1
bureau,1990,1
communications infrastructure,1990,1
electrical facility construction work,1990,1
information control facilities,1990,1
information network,1990,2
information network structuring,1990,1
information transmission network,1990,1
optical fiber network,1990,2
pressing demand,1990,1
sewage conduits,1990,2
sewer conduits,1990,1
