keyword,doc_id,Frecuencia
optimum test plan,319,1
product's degradation paths,319,1
reliability,319,2
sample size,319,1
screening experiment,319,1
systematic approach,319,1
termination time,319,1
variables,319,1
wiener processes,319,1
alien rescue,283,7
business fields,283,1
cognitive support,283,1
cognitive tools,283,1
design,283,3
educational research,283,1
formative evaluation,283,1
graders,283,2
hypermedia product,283,1
knowledge bases,283,1
medical,283,1
middle school science,283,1
middle schools,283,1
national science standards,283,1
pbl,283,3
research,283,4
research studies,283,1
science,283,4
scientific investigations aimed,283,1
sixth graders,283,2
space science,283,1
students,283,1
teks,283,1
texas essential knowledge,283,1
activity,2199,1
angular velocity data gathered,2199,1
inexpensive,2199,1
location recognition,2199,1
measured acceleration,2199,1
preselected locations,2199,1
standing,2199,1
walking behaviors,2199,1
wearable sensors,2199,2
archival programs,262,2
ead,262,6
ead adoption,262,1
ead implementation,262,1
ead programs,262,1
encoded archival description,262,1
funding,262,1
gathering data,262,1
institutional goals,262,1
institutions,262,1
pilot survey of early implementers,262,1
repository functions,262,1
staffing,262,1
survey conducted,262,1
amplifiers,404,2
cmos cache memory,404,2
cmos technology,404,1
dissipation,404,1
g/f sense amplifier,404,1
index signal,404,1
l1,404,3
l1/l2 hit time,404,1
l2,404,3
memory cell,404,2
reduced loading,404,1
sense,404,5
sls memory cell,404,1
swl,404,3
swl/sbl tag sense amplifiers,404,1
tag cell,404,3
vlsi system applications,404,1
wlotc scheme,404,1
wlotc/blotc,404,2
accounting,1967,1
andersen,1967,1
financial practitioners,1967,1
logarithmic standard deviations,1967,2
market periodicities,1967,1
market trend,1967,1
modeling daily,1967,1
periodicities,1967,2
pricing,1967,1
realized futures volatility,1967,1
realized volatility,1967,2
reliable identification,1967,1
risk management,1967,1
singular spectrum analysis,1967,2
ssa,1967,3
ssa decomposes,1967,1
total variance,1967,1
volatility series,1967,1
consumer,1972,1
customer,1972,2
distribution,1972,3
dynamic pricing,1972,3
dynamic pricing model,1972,1
historically,1972,1
impact business models,1972,1
industry leaders,1972,1
information results,1972,1
internet,1972,3
internet usage relied,1972,1
lodging industry,1972,2
lodging industry profit margins,1972,1
market pricing,1972,1
marketing alternative,1972,1
online auctions,1972,2
online intermediaries,1972,1
overnight accommodation,1972,1
price setting mechanism,1972,1
pricing,1972,7
pricing models,1972,1
pricing theory,1972,1
process faster,1972,1
product distribution channels,1972,1
scripting,1972,1
services,1972,1
specialty brokers,1972,1
supply chain,1972,1
trading model,1972,2
transaction,1972,2
web sites,1972,1
abstract geometrical model,2005,1
anatomy,2005,3
bony structures,2005,1
categorizes,2005,1
computed tomography scans,2005,1
computer monitor,2005,1
diagnosis,2005,1
documentation,2005,1
endoscopic,2005,1
graphical overlays onto,2005,1
image data,2005,2
image modalities,2005,2
intra operatively generated images,2005,1
medical image,2005,4
medical image modalities,2005,1
medical images,2005,2
navigation techniques,2005,1
navigation technology,2005,1
operated anatomy,2005,1
operation planning,2005,1
orthopaedic surgery,2005,2
orthopaedic surgical navigation,2005,1
orthopaedics,2005,1
preoperative image data,2005,1
surgeon,2005,2
surgical,2005,6
surgical action,2005,1
surgical education,2005,1
surgical navigation systems,2005,2
ultrasonic,2005,1
visualization,2005,1
confidence estimates,2139,1
confidence sets,2139,5
distributed random vector,2139,1
distribution parameters,2139,1
estimation,2139,1
exact estimates,2139,1
generalized confidence set,2139,5
generalized confidence sets,2139,3
inaccurately,2139,1
indeterminate random vector,2139,2
leads,2139,1
mean value,2139,2
mean values,2139,1
notion,2139,1
random vector,2139,4
statistically indeterminate random vector,2139,2
unification,2139,1
comprehensive encoding,1952,1
decoherence,1952,4
decoupling pulse sequences,1952,1
decoupling pulses,1952,1
decoupling solution,1952,1
dominant decoherence processes,1952,1
logical qubit,1952,1
qubits,1952,1
scalable quantum computing devices suffer,1952,1
severe engineering constraints,1952,1
analytical expressions,1961,1
analytical formulas,1961,1
full capacity,1961,1
fundamental diagram,1961,1
highway,1961,3
highway traffic,1961,2
lane expansion,1961,1
long,1961,1
numerical results,1961,1
numerical simulations,1961,1
phase separation,1961,1
plateau region,1961,1
reduced speed,1961,1
saturated flow,1961,1
toll collection,1961,1
tollbooth,1961,4
tollbooth increases,1961,1
tollbooths,1961,2
traffic flow,1961,1
travel time,1961,2
vehicle queuing,1961,1
waiting time,1961,1
computer industry,2066,3
cost,2066,1
equilibrium model,2066,1
evolution,2066,2
firm numbers,2066,1
industries,2066,1
industry evolution,2066,1
model,2066,5
peculiar patterns,2066,1
personal,2066,3
personal computer industry,2066,3
price,2066,1
process innovations,2066,1
product,2066,1
quality,2066,2
quantity,2066,1
associated costs,211,1
avantgo,211,2
calif,211,1
hayward,211,1
healthcare supplier,211,1
interfacing,211,1
investment,211,1
key managers,211,1
mckesson,211,4
mckesson corporation,211,1
mobile infrastructure software,211,1
mobility middleware,211,1
multiple servers,211,1
paperless office,211,1
pervasive clients,211,1
pervasive computing,211,2
pervasive computing applications,211,1
redelivery,211,1
services,211,1
supply chain applications,211,1
technologists,211,1
technology,211,1
valuable,211,1
adding,232,1
assurance mechanisms,232,1
central ilumina repository,232,1
democratization,232,1
digital library,232,2
distributed ilumina library,232,1
engineering,232,1
granular,232,1
ilumina,232,6
instructional context,232,1
instructional resources,232,3
instructors,232,1
internet,232,1
librarians,232,1
library services today,232,1
locus,232,1
mathematics,232,1
metadata,232,1
repurposing,232,1
resource contributors,232,1
science,232,1
sharing teaching resources,232,1
support services,232,1
technology,232,1
traditional,232,1
health care,229,1
nhs,229,1
uk,229,1
1 mm,2018,1
active laser triangulation,2018,1
crucible,2018,3
czochralski,2018,1
delicate manipulation,2018,1
fragile fused silica crucible,2018,2
geometry profile,2018,1
highly irregular,2018,4
highly irregular shaped objects,2018,2
irregular shaped,2018,2
melt pulling,2018,1
nugget,2018,6
nuggets,2018,4
nuggets already,2018,1
optimal nugget placement,2018,1
packing,2018,4
packing algorithm,2018,1
packing constraints,2018,1
polycrystalline silicon nuggets,2018,2
robotic system,2018,1
semiconductor manufacturing,2018,1
semiconductor wafer production,2018,1
deriveassist,1984,1
deriving,1984,1
field test measurements,1984,1
generator control simulation,1984,1
identification,1984,1
model parameters,1984,1
parameter derivation process,1984,1
parameter matching,1984,1
power plant,1984,1
power system simulation,1984,1
automation,2157,2
bendwizard,2157,1
desktop computers,2157,1
metal cabinets,2157,1
miss,2157,1
offline programming,2157,1
robotics,2157,1
rudimentary,2157,1
semiskilled operators,2157,1
simulation,2157,1
software tool,2157,1
understandably,2157,1
workshops,2157,1
decision models,2053,1
decision support,2053,2
decision support systems,2053,1
educators,2053,2
enormous change,2053,1
management science,2053,2
ms,2053,5
ms education,2053,2
ms educators,2053,1
primary delivery vehicle,2053,1
quantitative modeling techniques,2053,1
spreadsheets,2053,2
teaching management science,2053,1
average,2084,4
average delay,2084,2
average flow time,2084,1
combined,2084,2
combined dispatching,2084,2
dispatching rules,2084,1
finite buffer capacity,2084,1
flexible manufacturing system,2084,2
local input buffers,2084,2
machine utilization,2084,1
mix ratios,2084,2
performance measures,2084,2
routeing dynamics,2084,1
routeing plans,2084,1
routeing policies,2084,1
routeing strategies,2084,2
routings,2084,2
routings dynamic policy,2084,1
simulation results,2084,1
98se,321,1
configuration tool,321,1
control,321,1
data collection procedure,321,1
mac os systems,321,1
mac os x,321,4
mac os x environment,321,1
mac os x system,321,2
modification,321,1
multimodal data collection tool,321,1
procedural issues,321,1
realbasic,321,3
sonified graphs,321,1
stimulus combinations,321,1
stimulus presentation,321,1
windows,321,1
bms,1947,1
building management systems,1947,2
building performance,1947,1
compatibility,1947,2
established,1947,1
modelling,1947,1
questionnaire survey,1947,1
technology acceptance,1947,1
user,1947,5
user perceptions,1947,2
voluntariness,1947,1
association,2184,1
decentralized,2184,1
evolution,2184,2
information system,2184,6
information system architectures,2184,2
information systems,2184,4
information systems architectures,2184,1
internet,2184,1
logical linkages,2184,1
organization structures,2184,5
organizational forms,2184,1
organizations,2184,2
review,2184,1
structures,2184,6
cell biology laboratory,2200,2
central goal,2200,1
collaboration,2200,1
computational resources,2200,1
domain tasks,2200,1
fluid interaction,2200,1
formal representation,2200,1
individual efficiency,2200,1
information available,2200,1
laboratory,2200,4
laboratory setting,2200,1
labscape,2200,3
organizing data,2200,1
satisfaction,2200,1
smart environment,2200,3
smart environments,2200,1
ubiquitous computing,2200,1
assumption,287,1
circuit model,287,2
circuit models,287,1
constant,287,1
core flux,287,1
dependence,287,1
effect,287,2
flux,287,2
frequency,287,4
frequency dependent,287,2
frequency response,287,2
inductance losses,287,1
inductor losses,287,1
inductor require,287,1
linear regression technique,287,1
losses,287,3
lossless inductor,287,1
lossy inductance,287,1
mathematical expressions,287,1
measured data,287,1
mmf,287,2
parameter estimation,287,1
resistor,287,1
spice,287,1
ackoff,2055,1
business school management science course,2055,2
data,2055,1
decision makers,2055,1
decline,2055,2
general management program,2055,1
job,2055,1
management,2055,9
management problems,2055,1
management science,2055,6
management science profession,2055,1
management science tools,2055,1
mba,2055,3
mba programs,2055,1
model,2055,1
profession,2055,4
professional introversion,2055,1
student mathematical preparation,2055,1
students,2055,1
teaching,2055,1
compatibility,1939,2
corresponding algorithms,1939,1
linear constraints,1939,1
linear diophantine equations,1939,1
minimal generating sets,1939,1
minimal set,1939,1
minimal supporting set,1939,1
mixed,1939,1
nonstrict inequations,1939,1
strict inequations,1939,2
systems,1939,4
upper bounds,1939,1
publishing,231,1
uninitiated,231,1
chebyshev metric,2035,1
desired criterion values,2035,1
evaluations,2035,7
first step,2035,1
search,2035,1
step 1,2035,1
vector evaluations,2035,4
vector evaluations obtained,2035,1
weakly efficient,2035,2
characteristic function,2118,2
cooperative games,2118,2
unique,2118,1
accessibility issues,253,1
accessible streaming content,253,2
assistance,253,1
blind,253,1
deaf,253,1
dialog,253,1
disabilities,253,1
html,253,1
interface elements,253,1
law,253,1
media,253,3
multimedia projects,253,1
publishing,253,1
quality service,253,1
spec,253,1
streaming content,253,4
streaming content developers,253,1
streaming media accessible,253,1
visual detail,253,1
visually impaired,253,1
web accessibility,253,1
web site,253,1
competitive ratio,351,2
competitive ratio 5/2,351,1
identical machines,351,2
list scheduling,351,1
machine availability constraints,351,2
machine m/sub j/,351,1
makespan,351,1
online algorithm,351,1
online scheduling on,351,1
optimal,351,2
optimal algorithm,351,1
s/sub,351,2
scheduling,351,3
unavailable periods,351,1
computer skills,281,1
discomfort,281,3
factors,281,3
inquiry,281,5
inquiry required autonomous learning,281,1
intellectual scaffolding,281,1
metacognitive skills,281,1
paradigm shifts,281,1
pilot,281,1
preservice,281,2
qualitative emergent design,281,1
scaffolding,281,2
science,281,3
science teaching,281,1
scientific,281,1
secondary science teachers,281,1
society interaction,281,1
sts,281,2
student discomfort,281,1
students,281,2
students' discomfort,281,1
technology,281,1
time management,281,2
time management skills,281,1
trust,281,1
web,281,4
web environment,281,1
net assembly,407,1
clr,407,1
generating code,407,1
language runtime,407,1
regex class,407,1
regular expressions,407,1
run,407,3
run time,407,2
sdk,407,1
algorithm,2012,1
deformation contouring,2012,1
derivatives,2012,1
desired parameter,2012,1
differentiation,2012,2
digital differentiation process,2012,1
digital methods,2012,2
displacement,2012,2
displacement field,2012,1
engineering design,2012,1
engineering viewpoint,2012,1
filter design allows,2012,1
gabor filter,2012,2
gabor filters,2012,1
moire interferometry,2012,1
moire pattern,2012,1
multichannel,2012,1
optical,2012,2
optical methods,2012,1
principle,2012,1
strain,2012,3
strain contouring using,2012,1
strain segmentation,2012,1
data management,2194,1
directory services,2194,1
large scale,2194,1
mobile,2194,1
nonlocal,2194,1
pervasive computing environments,2194,1
research,2194,1
traffic,2194,1
weather,2194,1
accuracy,384,2
boresight axis,384,1
catalog generation preprocessing,384,1
ccd,384,1
charge coupled device,384,1
determination accuracy,384,1
erroneous solution,384,1
inertial pointing,384,1
minimum star brightness,384,1
reliability,384,1
sensor,384,1
sky,384,1
star tracker,384,2
agents,364,1
combinatorial,364,1
communication,364,2
constraint logic programming,364,2
constraints,364,3
cspcons,364,1
declarative,364,1
decomposing complex problems,364,1
distributed nature,364,1
distributed program execution,364,1
industrial applications,364,1
logic programming platform,364,1
logic programming system,364,1
maclp,364,3
mas,364,2
modeling,364,1
multi agent constraint logic,364,2
multi agent systems,364,2
programming,364,6
programming schema,364,1
programming tools,364,1
prolog processes,364,1
alkali cations,276,1
cation,276,2
complexation,276,1
computational models,276,1
cyclicity,276,1
data sets,276,1
descriptor,276,1
fragment sets coupled,276,1
glymes,276,1
linear,276,2
logk,276,1
macrocyclic compounds,276,1
macrocyclic effect,276,3
methanol,276,1
nonlinear fitting equations,276,1
polyethers,276,1
predicted,276,1
stability constants,276,2
studied,276,2
substructural molecular fragments method,276,2
advances,2192,1
asynchronous,2192,1
autonomous,2192,1
device miniaturization,2192,1
internet services,2192,2
location,2192,1
middleware,2192,1
mobile agents,2192,1
mobile clients,2192,1
mobile telecommunications,2192,1
portable devices,2192,1
ubiquitous provisioning,2192,1
big picture,254,1
networking,254,1
optimal performance,254,1
performance monitoring,254,1
reliability,254,1
web,254,3
web infrastructure,254,1
web sites,254,1
available software packages,331,1
data parameters,331,1
data visualization,331,4
data visualization application,331,1
display multivariate data,331,1
graphical interface,331,1
histograms,331,1
matlab,331,1
multidimensional data visualization,331,2
multidimensional image,331,1
psycholinguistic experiments,331,1
raw experimental,331,1
scatter plots,331,2
visual attribute,331,1
visual object,331,1
apertures,2023,8
arbitrarily shaped apertures,2023,1
blurring aberration,2023,1
circular aperture,2023,1
circular mask,2023,3
circular mask diffraction,2023,1
coded imaging systems,2023,1
convolution,2023,1
diffraction limit,2023,1
etc,2023,1
far,2023,4
frequency spectra ranging,2023,1
gamma rays,2023,1
high resolution,2023,1
infinite depth,2023,1
intensity distribution,2023,1
mask,2023,11
mask design,2023,1
mask properties,2023,1
masks,2023,2
mathematical tool,2023,1
multiaperture mask,2023,1
optical information processing,2023,1
periodic apertures,2023,3
periodic apertures imaging system,2023,1
periodic rectangular apertures,2023,3
periodic rectangular apertures array,2023,1
pinhole cameras,2023,1
single aperture,2023,1
usefulness,2023,1
visible light,2023,1
820,390,1
abdominal movement recordings,390,1
ann/sub expi/,390,2
ann/sub insp/,390,2
automated algorithm,390,1
automated breath detection,390,1
breath detection,390,2
classification task,390,1
continuous recordings,390,1
desired windows,390,1
expiration,390,6
expiration occurs,390,1
expiration onsets,390,1
expirations,390,1
feedforward backpropagation artificial neural networks,390,1
human,390,5
human expert,390,5
human expert results,390,1
human experts,390,2
independent artificial neural networks,390,1
infant sleep data,390,1
interest minimum,390,1
maximum corresponding,390,1
positive predictive values,390,1
postprocessing,390,2
postprocessing allowed,390,1
respiratory data,390,1
respiratory volume data,390,1
respiratory volume signal,390,1
sleep,390,2
specificity,390,1
uncalibrated rib cage,390,1
windows,390,3
absolute values,1999,1
complementary sensitivity function,1999,1
controllers,1999,3
dtc,1999,2
equal robustness,1999,1
h/sub infinity,1999,1
iae,1999,1
integrated absolute error,1999,1
integrating,1999,1
performance criterion,1999,1
pid,1999,3
pid controllers,1999,1
plant input,1999,1
robustness,1999,2
sensitivity function,1999,2
step load disturbance,1999,1
autograph,2058,1
dust jacket,2058,1
economic principles,2058,1
fair market value,2058,1
active systems,2120,3
agents,2120,2
balanced system,2120,1
control,2120,2
linear active systems,2120,1
motivation,2120,2
weighted goal functions,2120,1
czech republic,340,1
diagnosed,340,1
new,340,1
nuclear power plant,340,1
power plant,340,2
reservations,340,1
shadow,340,1
simulator,340,1
staff,340,1
technical,340,1
temelin casts,340,1
temelin nuclear plant,340,1
training,340,1
turbogenerator vibrations,340,1
382,302,1
altavista,302,1
celex,302,2
celex english linguistic database,302,1
familiarity,302,2
forenames,302,1
francis,302,2
frequency estimates,302,3
internet search engines,302,5
kucera,302,2
large databases,302,1
representativeness,302,1
slang,302,1
traditional,302,2
word frequencies,302,1
word frequency,302,3
word frequency analyses,302,1
acute period,2036,2
computational procedures,2036,1
computer processing,2036,2
concussion,2036,2
data,2036,1
experimental information,2036,1
mental impairments,2036,1
actuator failure hypothesis,385,1
actuator failures,385,2
actuator models,385,1
conditional probability,385,1
correctness,385,1
design,385,2
design models,385,1
effectiveness estimation,385,1
failure effectiveness,385,1
filter spawning,385,3
filters,385,5
filters' estimates,385,1
general dynamics,385,1
mmae,385,2
mmae bank,385,1
multiple model adaptive estimation,385,2
partial actuator failure hypotheses,385,1
partial actuator failures,385,1
partial failure adaptation,385,1
partial failures,385,1
spawned filters,385,2
truth model,385,2
viable methodology,385,1
crest,2,1
impressive margins,2,1
industry,2,2
industry observers,2,1
lukewarm reception,2,1
services,2,4
technology,2,1
wave,2,4
wavelength services,2,3
balance instruction,313,1
college,313,1
communication,313,1
computer science,313,1
graphic,313,1
information architects,313,1
information architecture,313,6
information architecture curriculum,313,1
information architecture education,313,2
information architecture studies,313,1
information organization,313,1
information society,313,1
interdisciplinary approach,313,1
logistics,313,1
marketplace,313,1
pedagogical,313,1
profession,313,3
professional education typically,313,1
professional practice,313,1
students,313,1
technical,313,1
usability studies,313,1
banach space,357,3
banach spaces,357,1
cartesian product,357,1
cauchy problem,357,1
classf/sub c/,357,1
compact subsets,357,1
dual space x,357,1
embedding,357,4
f/sub c/,357,3
isometric embedding,357,1
minkowski embedding theorem,357,1
real continuous functions,357,1
relatively,357,1
separable banach space x,357,1
unit ball,357,1
architectures,2195,1
based,2195,3
contextual factors,2195,1
decentralization,2195,1
desirable property,2195,1
information,2195,5
information space model,2195,1
information spaces,2195,3
mechanisms,2195,1
modeling privacy control,2195,1
pervasive computing environments,2195,1
pervasive computing systems,2195,1
privacy control,2195,4
privacy objectives,2195,2
resources,2195,1
significant complexity,2195,1
theoretical model,2195,1
unified privacy tagging,2195,1
300 mm fabs,22,1
amhs,22,1
automation,22,2
software,22,1
throughput advantages,22,1
captains order,341,1
cup matches,341,2
drawing,341,1
hat,341,3
momentum,341,1
ryder cup matches,341,2
slates,341,1
heterogenous j2ee application server environments,224,1
java,224,3
java portability,224,1
java verification program aims,224,1
launched,224,1
microsystems,224,1
software vendors,224,1
alaska,2089,2
battery energy storage system,2089,1
biggest battery,2089,1
stabilise alaska,2089,1
voltage compensation,2089,1
lab experiments,2143,1
quantum computers,2143,1
quantum computing,2143,1
scaling,2143,1
technology,2143,2
accessibility,412,2
accessibility barriers,412,1
attitudes,412,1
attitudinal barriers,412,2
children,412,4
collaborative research methodology,412,1
desktop virtual reality,412,1
disability,412,2
disability awareness,412,1
familiarity,412,1
gender,412,1
grade level,412,1
mobility impairments,412,2
mobility impairments assisted,412,1
narrow doors,412,1
pretest/posttest design,412,1
stairs,412,1
virtual reality,412,2
virtual wheelchair experience obstacles,412,1
abb,2151,2
automotive industry,2151,1
building's systems,2151,1
buildings,2151,2
hospital,2151,1
industrial/sup,2151,1
manufacturing,2151,1
office,2151,1
performance buildings,2151,1
technical infrastructure,2151,1
academic resources coalition,243,1
big 12,243,1
biological,243,2
biological sciences,243,1
bioone,243,2
collaborative strategies,243,1
electronic journal publishing project,243,1
environmental sciences,243,1
financial,243,1
genesis,243,1
intellectual property models,243,1
libraries consortium,243,1
scholarly publishing,243,2
sparc,243,1
technical,243,1
unique,243,1
university of kansas,243,1
commutation,2117,1
commutators display,2117,1
generalized hypercube displays,2117,1
generalized hypercubes,2117,1
property of the,2117,2
business experience,2175,1
customer service,2175,1
investment,2175,1
key tests,2175,1
legal firms,2175,1
portfolio,2175,1
specification,2175,1
technical skills,2175,1
web,2175,6
web site,2175,6
circuit analysis,2097,1
computer network,2097,1
minimal paths,2097,1
proposed,2097,2
spanning,2097,4
spanning trees,2097,2
structural mps,2097,1
structured approach,2097,1
undirected graphs,2097,1
coefficient,2039,1
hierarchical structure,2039,2
inverse problem,2039,3
parabolic equation,2039,1
solvability,2039,1
artificial,363,1
control loops,363,1
controller,363,1
controls,363,1
libet,363,2
simultaneity explains,363,1
time delays,363,2
aggregation,271,3
average,271,1
bagging,271,2
bootstrap aggregation,271,1
critical assessment,271,1
diversity,271,2
ensemble methods,271,1
ensemble techniques,271,1
full sample,271,1
generalization error into,271,1
generalization performance,271,2
individual models,271,1
individual networks,271,1
krogh,271,1
neural network ensembles,271,1
neural network practitioners,271,1
neural networks,271,1
predictors,271,1
qsar,271,2
qspr,271,2
retraining,271,1
training,271,3
training parameters,271,1
uncertainty,271,1
unstable,271,1
bounded rationality,2064,3
bruce kaufman,2064,1
claiming,2064,1
cognitive constraints,2064,1
decision making,2064,1
emotional arousal,2064,3
high emotional arousal,2064,2
kaufman,2064,4
rational thinking,2064,1
unidimensional,2064,1
3d lambertian surface structure,205,1
3d surface,205,2
3d surface reconstruction,205,1
arbitrary,205,2
arbitrary number point,205,1
automatic surface reconstruction,205,1
combining motion,205,1
geotensity,205,2
geotensity constraint,205,1
linear intensity subspaces,205,1
motion,205,4
moving object,205,1
object motion,205,1
point light source using,205,1
single fixed camera,205,1
single point light source,205,1
static camera,205,1
accelerations,374,1
ground speed changes,374,1
horizontal waypoint guidance algorithm,374,1
horizontal waypoint guidance design,374,1
linear quadratic regulator,374,1
lqr,374,1
lyapunov stability theorem,374,1
optimal,374,2
optimal control,374,1
simulation results,374,1
stability bound,374,1
waypoint changing,374,1
waypoint line segments,374,3
accuracy,396,1
bandwidth,396,1
circuit performance,396,2
complete circuit performance,396,1
complete detector,396,1
demonstration,396,1
external circuit,396,1
gaas,396,2
gaas msms,396,1
global simulation,396,3
global simulation technique,396,1
global simulations,396,1
interdependence,396,1
millimeter waves,396,1
mixer circuit,396,2
msm,396,2
optical responsivity,396,1
photodetector,396,2
photomixer circuits,396,1
physical device model,396,1
response speed,396,1
acquisition noise,2025,1
acquisition system,2025,3
applying regression methods,2025,1
camera output signals,2025,1
cielab,2025,1
ciexyz,2025,1
color data,2025,1
k camera outputs,2025,1
liquid crystal tunable filter,2025,1
multispectral color image acquisition system consisting,2025,1
multispectral color image capture,2025,1
principal eigenvector approach,2025,1
professional monochrome ccd camera,2025,1
spectral characterization,2025,1
spectral model,2025,1
spectral reflectance,2025,1
spectral transmittance,2025,1
tunable filter,2025,2
arrythmias,393,1
automat,393,1
classical method,393,1
classification,393,1
cluster analysis,393,1
compression,393,1
computational complexity,393,1
contr,393,1
correlation method,393,1
distortion measure,393,3
drug,393,1
ecg,393,4
ecg analysis,393,2
ecg cycles,393,1
electrocardiogram,393,1
late,393,2
monitoring,393,1
morphology changes,393,1
potential analysis,393,1
qrs,393,1
randomization procedure,393,1
real data,393,2
resulting nonsmooth optimization problem,393,1
simulated,393,1
simultaneous perturbation stochastic approximation,393,1
single patient,393,1
smooth approximation,393,1
spsa method,393,1
usual distortion measures,393,1
vector quantization,393,1
ventricular activation,393,1
viability,393,1
aluminium alloy,2087,1
contact,2087,2
cutting speed,2087,1
dimension,2087,2
fractal dimension,2087,1
fractals,2087,2
machining,2087,2
machining frictional boundary conditions,2087,1
tool rake,2087,1
content standards,239,3
electronic,239,5
electronic books,239,3
electronic publishing,239,1
interoperable,239,1
oebf publication structure,239,1
public interest,239,2
public interest participation,239,1
publishing,239,2
read,239,3
reading systems,239,1
sound engineering models,239,1
technological opportunities,239,1
'partitions,1963,1
businesses,1963,3
constituent businesses,1963,1
firm,1963,5
firm growth rates,1963,1
firm's size,1963,1
flatness,1963,1
growth,1963,3
independent businesses,1963,1
integers,1963,1
large firms,1963,1
modelled,1963,1
powerlaw nature,1963,1
puzzling,1963,1
relation,1963,4
representation of,1963,1
variance,1963,2
1966,2112,1
1987,2112,1
additional,2112,1
allan method,2112,1
allan variance,2112,1
filtering,2112,2
fractal brownian motion,2112,1
frequency response,2112,1
greater step,2112,1
ieee,2112,2
ieee trans,2112,1
information,2112,2
instr,2112,1
measur,2112,1
noise,2112,3
noise filtering,2112,1
radio engineering,2112,1
statistical analysis,2112,1
usa metrology community,2112,1
voluminous,2112,1
airgate pcs,4,1
beleaguered sector,4,1
charter,4,1
cheap company,4,1
communications,4,3
cox communications,4,1
directors purchasing,4,1
industry insiders loading,4,1
insider buying,4,1
insider investment,4,1
national economy,4,1
nextel communications,4,1
nortel networks,4,1
telecom executives,4,1
telecom industry,4,1
linear algebraic equations,1938,2
numerical system,1938,1
9000,294,1
catalog record,294,1
climate control system,294,1
courier deliveries,294,1
minimal delay,294,1
ohio state university libraries,294,2
ohio state university libraries depository,294,1
remote location,294,1
requested materials,294,1
shelving,294,2
storage facility,294,2
stored materials,294,1
calculated photosynthetic parameters,2111,1
chlorophyll,2111,4
chlorophyll fluorescence,2111,3
fluorescence,2111,4
focal plane,2111,2
focal planes,2111,1
images,2111,3
imaging,2111,3
individual cells,2111,1
leaf topology,2111,1
localised changes,2111,1
photosynthetic function,2111,2
plant cells,2111,1
robustness,2111,1
spatial resolution,2111,1
assuming squares,2162,1
boolean algebras,2162,4
cardinal invariants,2162,1
cardinalities,2162,2
closed subspaces,2162,1
concerning depth,2162,1
constructions,2162,1
free product,2162,1
homomorphic images,2162,1
lastly,2162,1
pcf,2162,1
prescribed behaviour,2162,1
topological density of,2162,1
ultraproducts,2162,1
zfc,2162,1
chemical,2121,1
complex technical systems,2121,1
computation experiment,2121,1
constraints,2121,1
control system,2121,1
design,2121,4
flexibility analysis,2121,1
fuzzy mathematical models,2121,1
initial physical,2121,1
internal factors,2121,1
partial uncertainty,2121,1
structural,2121,1
technical system,2121,6
technical systems,2121,2
technological data,2121,1
uncertainty,2121,2
viz,2121,1
academic libraries,234,1
electronic journals,234,1
interim evaluation,234,1
jisc,234,1
joint information systems committee,234,1
license agreement,234,2
license agreements,234,1
national electronic site licensing initiative,234,2
nesli,234,2
site licensing,234,3
658,284,1
acadian's,284,1
animation,284,1
computer multimedia,284,2
computer multimedia program,284,1
edtc,284,1
educational technology,284,1
graphics,284,1
inc,284,1
inservice teachers,284,1
legacy,284,1
local cultural heritage,284,1
local culture,284,1
louisiana learned,284,1
macromedia,284,1
microcomputers,284,1
preserve,284,2
preserve cajun culture,284,1
regional state university,284,1
school teachers,284,1
southwestern louisiana,284,1
superiority,284,1
surrounding,284,1
teachers learning,284,1
video,284,1
operating systems,406,1
quickly,406,1
remote desktop,406,1
remote machine running,406,1
run applications,406,1
terminal server,406,2
terminal services,406,2
user switching feature,406,1
windows,406,5
windows nt family,406,1
windows xp,406,4
windows xp fast user switching,406,1
automation,2086,1
computer aided design,2086,1
cost estimation module,2086,1
design,2086,7
design feasibility technique,2086,1
design stage,2086,1
high manufacturing cost,2086,1
initial process planning,2086,1
injection moulding processes,2086,1
kbs,2086,1
machining parameters,2086,1
machining processes,2086,1
manufacturing processes,2086,1
material selection module,2086,1
process optimization module,2086,1
product cost,2086,2
product cost modelling,2086,1
product development,2086,1
user interface,2086,1
accumulation moments,1975,1
attracted attention,1975,1
computation,1975,3
convolution,1975,2
convolving,1975,1
edge detection,1975,1
efficient,1975,2
local,1975,4
local moments,1975,2
matrix formulation,1975,1
moments computed,1975,1
neighborhood operation,1975,1
nevertheless,1975,1
overlapping windows,1975,1
texture segmentation,1975,1
uncorrelated noise,1975,1
bagsik oscillator,1962,2
bagsik oscillator without complex,1962,1
erroneous,1962,1
incorrect banking data,1962,1
piotrowski,1962,1
sladkowski,1962,1
statistical mechanism apparatus,1962,1
central interest,288,1
complexity transitions,288,1
computational complexity,288,1
cpu requirements,288,1
crossing phase boundaries,288,1
finite fields,288,1
finite galois field modulo q,288,1
gaussian elimination,288,1
global algorithm,288,2
global algorithms,288,1
integer factorization,288,1
messages encrypted,288,1
phase transitions,288,1
random linear equations,288,1
rsa cryptosystem,288,1
running time,288,1
sparse linear systems,288,1
statistical mechanics,288,1
upper bounds,288,1
computer systems,2110,1
computers,2110,1
group processes,2110,1
highlights,2110,1
international conference,2110,1
internet,2110,6
internet,2110,6
internet use,2110,1
mediate psychological practice,2110,1
